ID,Title,Content
4222,"Terranova <br/> Fermented Jiaogulan FERMOGULAN&#x2122;","ONE VEGETARIAN CAPSULE TYPICALLY PROVIDES:
<div class=""two-columns"">
Fermented Jiaogulan Leaf [Fermogulan&#x2122;]* - (Gynostemma pentaphyllum) 125mg
Typical assay: &gt; 110.0mg/g total gypenosides
Jiaogulan Leaf (Gynostemma pentaphyllum) 100mg

Vegetarian Capsule Shell (Hydroxypropyl methylcellulose)

<strong>*Fermogulan&#x2122; is a registered trademark of Fermedics BV</strong>

<strong> NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
NO WHEAT – NO CORN – NO SOY – NO YEAST – NO DAIRY – NO GELATINE – NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS – NO PRESERVATIVES

</div>"
4223,"Terranova <br/> Fermented Turmeric FERMERIC&#x2122;","ONE VEGETARIAN CAPSULE TYPICALLY PROVIDES:
<div class=""two-columns"">Fermented Turmeric Rhizome [Fermeric&#x2122;]*- (Curcuma longa) 250mg
Typical assay:
&gt;1.2% curcumin
&gt;2.0% total curcuminoids
&gt;5 billion CFU Para-biotics (inactivated microflora)
Turmeric Rhizome (Curcuma longa) – fresh freeze dried - ORGANIC 100mg

Vegetarian Capsule Shell (Hydroxypropyl methylcellulose)

<strong>*Fermeric&#x2122; is a registered trademark of Fermedics BV</strong>

<strong> NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
NO WHEAT – NO CORN – NO SOY – NO YEAST – NO DAIRY – NO GELATINE – NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS – NO PRESERVATIVES

</div>"
4320,"Terranova <br/> Astragalus 500mg","<div class=""two-columns"">

ONE VEGETARIAN CAPSULE TYPICALLY PROVIDES:
Astragalus Root Root [Astragalus membranaceous] – fresh freeze dried – ORGANIC 500mg
Vegetarian Capsule Shell (hydroxypropyl methylcellulose)

<strong>NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>

<strong>SUITABLE FOR VEGETARIANS &amp; VEGANS</strong>

NO WHEAT – NO CORN – NO SOY – NO YEAST – NO DAIRY – NO GELATINE – NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS – NO PRESERVATIVES

</div>"
4410,"Terranova <br/> Bitter Melon 500mg","<div class=""two-columns"">

ONE VEGETARIAN CAPSULE TYPICALLY PROVIDES:
Bitter Melon Fruit [Momordica charantia] – fresh freeze dried 500mg
Vegetarian Capsule Shell (hydroxypropyl methylcellulose)

<strong>NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>

<strong>SUITABLE FOR VEGETARIANS &amp; VEGANS</strong>

NO WHEAT – NO CORN – NO SOY – NO YEAST – NO DAIRY – NO GELATINE – NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS – NO PRESERVATIVES

</div>"
4411,"Terranova <br/> Siberian Ginseng 500mg","<div class=""two-columns"">

ONE VEGETARIAN CAPSULE TYPICALLY PROVIDES:
Siberian Ginseng Root [<em>Eleutherococcus senticosus]</em> - fresh freeze dried - ORGANIC 500mg
Vegetarian Capsule Shell (hydroxypropyl methylcellulose)

<strong>NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>

<strong>SUITABLE FOR VEGETARIANS &amp; VEGANS</strong>

NO WHEAT – NO CORN – NO SOY – NO YEAST – NO DAIRY – NO GELATINE – NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS – NO PRESERVATIVES

</div>"
4547,"Terranova <br/> Advanced Beauty Complex","THREE VEGETARIAN CAPSULES TYPICALLY PROVIDE:
<div class=""two-columns"">

Vollagen® Amino Acid Complex*<sup>1 </sup> 1000mg

<strong>MAGNIFOOD COMPLEX 450mg</strong>
<div>PROVIDING:
Nettle Leaf (<em>Urtica Dioica</em>) - fresh freeze dried 100mg
Bilberry Fruit (<em>Vaccinium</em> <em>Myrtillus) -</em> fresh freeze dried - ORGANIC 50mg
Horsetail Spring Shoot (<em>Equisetum Arvense) - </em>fresh freeze dried 50mg
Matcha Green Tea Ceremonial Grade AAA (<em>Camellia Sinensis</em>) - ORGANIC 50mg
Raw Cacao Nib (<em>Theobroma Cacao</em>) - ORGANIC 50mg
Pumpkin Seed (<em>Cucurbita Pep</em>) - ORGANIC 50mg
Watercress Leaf (<em>Nasturtium Officinale</em>) - fresh freeze dried 50mg
Gotu Kola Leaf (<em>Centella Asiatica</em>) – fresh freeze dried 50mg
<div></div>
<div>
OptiMSM® (Methylsulfonylmethane) 400mg
Hyaluronic Acid (as Sodium Hyaluronate)*<sup>2</sup> 100mg
Silica (from bamboo shoot extract [Bambusa Vulgaris]) 100mg
Vitamin C (as calcium &amp; magnesium ascorbate) 100mg
Pantothenic Acid (as calcium pantothenate) 20mg
Arctic Pine Bark Extract [Fenoprolic®]*<sup>3</sup> (Pinus Sylvestris) - ORGANIC 10mg
Grape Seed Extract [OmniVin® 20R]*<sup>4</sup> (Vitis Vinifera) 10mg
Trans-Resveratrol (from Polygonum cuspidatum - Japanese Knotweed) 10mg
Zinc (as bisglycinate chelate TRAACS&#x2122;)*<sup>5</sup> 10mg
Astaxanthin (from Haematococcus pluvialis algae) 2mg
Natural Beta Carotene/Mixed Carotenoids [From Dunaliella Salina] 2mg
Vitamin A (as retinyl palmitate) 2500iu 751µg
Biotin (as d-Biotin) 100µg
Vegetarian Capsule Shell (Hydroxypropyl methylcellulose)
<div>
<strong>NO FILLERS, BINDERS OR OTHER EXCIPIENTS / SUITABLE FOR VEGETARIANS &amp; VEGANS</strong>

<strong>*<sup>1 </sup>Vollagen® is a registered trademark of LPC Group Ltd</strong>
<strong>*<sup>2</sup> ExceptionHYAL®STAR (Full spectrum molecular weight Hyaluronic Acid)</strong>
<strong>*<sup>3</sup> Fenoprolic® is a registered trademark of Eevia Health.</strong>
<strong>*<sup>4</sup> OmniVin®20R is a registered trade mark of Ajinomoto Natural Specialities</strong>
<strong>*<sup>5</sup> TRAACS&#x2122; is a registered trademark of Albion Labs</strong>
<div>

NO WHEAT – NO SOY – NO YEAST – NO DAIRY – NO GELATINE – NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS – NO PRESERVATIVES

</div>
</div>
</div>
</div>
</div>"
4551,"Terranova <br/> Vollagen® & Glucosamine Complex","ONE VEGETARIAN CAPSULE TYPICALLY PROVIDE:
<div class=""two-columns"">

Vollagen® Amino Acid Complex* 450mg
Glucosamine (as Hydrochloride [Vegan]) 150mg

<strong>MAGNIFOOD COMPLEX 150mg</strong>
<div>PROVIDING:
Rose Hips (Rosa canina) – ORGANIC 50mg
Turmeric Root (Curcuma longa) – fresh freeze dried - ORGANIC 50mg
Ginger Rhizome/Root (Zingiber officinale) - fresh freeze dried - ORGANIC 25mg
Matcha Green Tea Ceremonial grade AAA (Camellia sinensis) – ORGANIC 25mg</div>
<div>

Vegetarian Capsule Shell (hydroxypropyl methylcellulose)</div>
<div>

<strong>* Vollagen® is a registered trademark of LPC Group Ltd</strong>
<div><strong>NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
<strong>SUITABLE FOR VEGETARIANS &amp; VEGANS</strong>
<div>

NO WHEAT – NO SOY – NO YEAST – NO DAIRY – NO GELATINE – NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS – NO PRESERVATIVES

</div>
</div>
</div>
</div>"
4553,"Terranova<br/> Vollagen® & Hyaluronic Acid Complex","ONE VEGETARIAN CAPSULE TYPICALLY PROVIDES:
<div class=""two-columns"">

Vollagen® Amino Acid Complex* 500mg
Hyaluronic Acid (as Sodium Hyaluronate)** 50mg

<strong>MAGNIFOOD COMPLEX 200mg</strong>
<div>PROVIDING:
Rose Hips (Rosa canina) – ORGANIC 75mg
Matcha Green Tea Ceremonial grade AAA (Camellia sinensis) – ORGANIC 50mg
Horsetail Spring Shoot (Equisetum arvense) - fresh freeze dried 25mg
Parsley Leaf (Petroselinum crispum) - fresh freeze dried – ORGANIC 25mg
Nettle Leaf (Urtica dioica) - fresh freeze dried 25mg

Vegetarian Capsule Shell (hydroxypropyl methylcellulose)

<strong>* Vollagen® is a registered trademark of LPC Group Ltd
**ExceptionHYAL®STAR (Full spectrum molecular weight Hyaluronic Acid)</strong>
<div><strong>NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
<strong>SUITABLE FOR VEGETARIANS &amp; VEGANS</strong>
<div>

NO WHEAT – NO SOY – NO YEAST – NO DAIRY – NO GELATINE – NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS – NO PRESERVATIVES

</div>
</div>
</div>
</div>"
4555,"Terranova<br/> Vollagen® & Silica Complex","ONE VEGETARIAN CAPSULE TYPICALLY PROVIDES:
<div class=""two-columns"">

Vollagen® Amino Acid Complex* 500mg

<strong>MAGNIFOOD COMPLEX 100mg</strong>
<div>PROVIDING:
Rose Hips (Rosa canina) - ORGANIC 50mg
Horsetail Spring Shoot (Equisetum arvense) - fresh freeze dried 25mg
Nettle Leaf (Urtica dioica) - fresh freeze dried 25mg
Silica [from Bamboo Shoot Extract (Bambusa vulgaris)] 75mg
Vegetarian Capsule Shell (hydroxypropyl methylcellulose)

<strong>*Vollagen® is a registered trademark of LPC Group Ltd</strong>
<div><strong>NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
<strong>SUITABLE FOR VEGETARIANS &amp; VEGANS</strong>
<div>

NO WHEAT – NO SOY – NO YEAST – NO DAIRY – NO GELATINE – NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS – NO PRESERVATIVES

</div>
</div>
</div>
</div>"
4557,"Terranova<br/> Vollagen® Complex","TWO VEGETARIAN CAPSULES TYPICALLY PROVIDE:
<div class=""two-columns"">

Vollagen® Amino Acid Complex* 1000mg

<strong>MAGNIFOOD COMPLEX 450mg</strong>
<div>PROVIDING:
Rose Hips (Rosa Canina) – ORGANIC 250mg
Matcha Green Tea Ceremonial Grade AAA (Camellia Sinensis) – ORGANIC 100mg
Aronia Berry (Aronia Melanocarpa) – fresh freeze dried – ORGANIC 50mg
Bilberry Fruit (Vaccinium Myrtillus) – fresh freeze dried – ORGANIC 50mg

Vegetarian Capsule Shell (hydroxypropyl methylcellulose)

<strong>*Vollagen® is a registered trademark of LPC Group Ltd</strong>

<div><strong>NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
<strong>SUITABLE FOR VEGETARIANS &amp; VEGANS</strong>
<div>

NO WHEAT – NO SOY – NO YEAST – NO DAIRY – NO GELATINE – NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS – NO PRESERVATIVES

</div>
</div>
</div>
</div>"
4636,"Terranova <br/> Fermented Rhodiola FERMODIOLA&#x2122;","ONE VEGETARIAN CAPSULE TYPICALLY PROVIDES:
<div class=""two-columns"">Fermented Rhodiola Root [Fermodiola&#x2122;]*- (Rhodiola Rosea) 250mg
Rhodiola Root (Rhodiola Rosea) – fresh freeze dried – ORGANIC 150mg

Vegetarian Capsule Shell (Hydroxypropyl methylcellulose)
<strong>*Fermodiola&#x2122; is a registered trademark of Fermedics BV</strong>
<strong> NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
NO WHEAT – NO CORN – NO SOY – NO YEAST – NO DAIRY – NO GELATINE – NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS – NO PRESERVATIVES

</div>"
4638,"Terranova <br/> Fermented Astragalus FERMAGALUS&#x2122;","ONE VEGETARIAN CAPSULE TYPICALLY PROVIDES:
<div class=""two-columns"">Fermented Astragalus Root [Fermagalus&#x2122;]* (Astragalus membranaceous) 150mg
Astragalus Root (Astragalus membranaceous) - fresh freeze-dried – ORGANIC 125mg
Vegetarian Capsule Shell (Hydroxypropyl methylcellulose)

<strong>*Fermagalus&#x2122;&#x2122; is a registered trademark of Fermedics BV</strong>

<strong> NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
NO WHEAT – NO CORN – NO SOY – NO YEAST – NO DAIRY – NO GELATINE – NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS – NO PRESERVATIVES

</div>"
4640,"Terranova <br/> Fermented Maitake","ONE VEGETARIAN CAPSULE TYPICALLY PROVIDES:
<div class=""two-columns"">Fermented Maitake (Grifola Frondosa) – freeze dried mushroom culture GF12 150mg
Typical Assay:
>12% Polysaccharides
>5% Beta Glucans
Maitake (Grifola Frondosa) – fresh freeze dried – ORGANIC whole mushroom complex 100mg
Ginger Rhizome/Root (Zingiber Officinale) – fresh freeze dried – ORGANIC 25mg

Vegetarian Capsule Shell (Hydroxypropyl methylcellulose)

<strong> NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
NO WHEAT – NO CORN – NO SOY – NO DAIRY – NO GELATINE – NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS – NO PRESERVATIVES

</div>"
4653,"Terranova <br/> Fermented Cordyceps","ONE VEGETARIAN CAPSULE TYPICALLY PROVIDES:
<div class=""two-columns"">Fermented Cordyceps (<em>Cordyceps sinensis</em>) – freeze dried mushroom culture CS12 150mg
Typical Assay:
&gt;12% Polysaccharides
&gt;5% Beta Glucans
Cordyceps (<em>Cordyceps sinensis</em>) full spectrum – fresh freeze dried – ORGANIC 100mg
Ginger Rhizome/Root (<em>Zingiber officinale</em>) – fresh freeze dried – ORGANIC 25mg
Vegetarian Capsule Shell (Hydroxypropyl methylcellulose)<strong> 

NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
NO WHEAT – NO CORN – NO SOY – NO DAIRY – NO GELATINE – NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS – NO PRESERVATIVES

</div>"
4654,"Terranova <br/> Fermented Chaga","ONE VEGETARIAN CAPSULE TYPICALLY PROVIDES:
<div class=""two-columns"">Fermented Chaga (<em>Inonotus obIiquus</em>) - freeze dried mushroom culture IO12 150mg
Typical assay:
&gt; 12% Polysaccharides
&gt; 5% Beta Glucans
Chaga (<em>Inonotus obIiquus</em>) – fresh freeze dried – ORGANIC whole mushroom complex 100mg
Ginger Rhizome/Root (<em>Zingiber officinale</em>) – fresh freeze dried – ORGANIC 25mg

Vegetarian Capsule Shell (Hydroxypropyl methylcellulose)<strong> 

NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
NO WHEAT – NO CORN – NO SOY – NO DAIRY – NO GELATINE – NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS – NO PRESERVATIVES

</div>"
4655,"Terranova <br/> Fermented Shiitake","ONE VEGETARIAN CAPSULE TYPICALLY PROVIDES:
<div class=""two-columns"">Fermented Shiitake (<em>Lentinula edodes</em>) - freeze dried mushroom culture LE12 150mg
Typical Assay:
&gt;12% Polysaccharides
&gt;6% Beta Glucans
Shiitake (<em>Lentinula edodes</em>) – fresh freeze dried – ORGANIC whole mushroom complex 100mg
Ginger Rhizome/Root (<em>Zingiber officinale</em>) – fresh freeze dried – ORGANIC 25mg
Vegetarian Capsule Shell (Hydroxypropyl methylcellulose)<strong>
NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
NO WHEAT – NO CORN – NO SOY – NO DAIRY – NO GELATINE – NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS – NO PRESERVATIVES</div>"
4656,"Terranova <br/> Fermented Reishi","ONE VEGETARIAN CAPSULE TYPICALLY PROVIDES:
<div class=""two-columns"">Fermented Reishi (<em>Ganoderma lucidum</em>) – freeze dried mushroom culture GL12 150mg
Typical Assay:
&gt;12% Polysaccharides
&gt;6% Beta Glucans
Reishi (<em>Ganoderma lucidum</em>) – fresh freeze dried – ORGANIC whole mushroom complex 100mg
Ginger Rhizome/Root (<em>Zingiber officinale</em>) – fresh freeze dried – ORGANIC 25mg
Vegetarian Capsule Shell (Hydroxypropyl methylcellulose)<strong>

NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
NO WHEAT – NO CORN – NO SOY – NO DAIRY – NO GELATINE – NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS – NO PRESERVATIVES</div>"
4657,"Terranova <br/> Fermented Mushroom Complex","ONE VEGETARIAN CAPSULE TYPICALLY PROVIDES:
<div class=""two-columns""><strong>Fermented Fungal Blend 300mg</strong>
Fermented Cordyceps (<em>Cordyceps sinensis</em>) - freeze dried mushroom culture CS12 60mg
Fermented Maitake (<em>Grifola frondosa</em>) - freeze dried mushroom culture GF12 60mg
Fermented Reishi (<em>Ganoderma lucidum</em>) - freeze dried mushroom culture GL12 60mg
Fermented Chaga (<em>Inonotus obIiquus</em>) - freeze dried mushroom culture IO12 60mg
Fermented Shiitake (<em>Lentinula edodes</em>) - freeze dried mushroom culture LE12 60mg
Freeze Dried Fungal Blend 100mgCordyceps (<em>Cordyceps sinensis</em>) full spectrum - fresh freeze dried – ORGANIC 20mg
Maitake (<em>Grifola frondosa</em>) – fresh freeze dried – ORGANIC whole mushroom complex 20mg
Reishi (<em>Ganoderma lucidum</em>) – fresh freeze dried – ORGANIC whole mushroom complex 20mg
Chaga (<em>Inonotus obIiquus</em>) – fresh freeze dried – ORGANIC whole mushroom complex 20mg
Shiitake (<em>Lentinula edodes</em>) – fresh freeze dried – ORGANIC whole mushroom complex 20mg
Ginger Rhizome/Root (<em>Zingiber officinale</em>) – fresh freeze dried – ORGANIC 25mg
Vegetarian Capsule Shell (Hydroxypropyl methylcellulose)

<strong> NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
NO WHEAT – NO CORN – NO SOY – NO DAIRY – NO GELATINE – NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS – NO PRESERVATIVES

</div>"
4680,"Terranova <br/> Fermented Kombucha FERMBUCHA&#x2122;","ONE VEGETARIAN CAPSULE TYPICALLY PROVIDES:
<div class=""two-columns"">SCOBY* Fermented Kombucha [Fermbucha&#x2122;]ǂ - from black tea (Camellia sinensis) 525mg
Matcha Green Tea Ceremonial Grade AAA (Camellia sinensis) – organic 50mgVegetarian Capsule Shell (Hydroxypropyl methylcellulose)*SCOBY - Symbiotic Culture of Bacteria and Yeasts
ǂFermbucha&#x2122; is a registered trademark of Fermedics BV

<strong> NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
NO WHEAT – NO CORN – NO SOY – NO DAIRY – NO GELATINE – NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS – NO PRESERVATIVES

</div>"
4681,"Terranova <br/> Theanine 100mg Complex","ONE VEGETARIAN CAPSULE TYPICALLY PROVIDES:
<div class=""two-columns"">

L-Theanine extracted from Green Tea Leaf (Camellia sinensis) -TheaGreen®* 100mg
Pyridoxal 5-Phosphate (P5-P) 1mg

<strong>MAGNIFOOD COMPLEX 225mg</strong>
<div>PROVIDING:
Matcha Green Tea Ceremonial Grade AAA (Camellia sinensis) – organic 100mg
Green <strong>Oat</strong> Seed (Avena sativa) - fresh freeze dried 75mg
Holy Basil (Ocimum tenuiflorum) - fresh freeze dried - [Tulsi] 50mg
Vegetarian Capsule Shell (hydroxypropyl methylcellulose)

<strong>*TheaGreen® is a registered trademark of Cambridge Commodities Ltd</strong>
<div><strong>NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
<strong>SUITABLE FOR VEGETARIANS &amp; VEGANS</strong>
<div>

NO WHEAT – NO SOY – NO CORN – NO YEAST – NO DAIRY – NO GELATINE – NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS – NO PRESERVATIVES
<strong>Contains Oat seed – consult physician if coeliac.</strong>

</div>
</div>
</div>
</div>"
4682,"Terranova <br/> Theanine Ashwagandha & Rhodiola Complex","ONE VEGETARIAN CAPSULE TYPICALLY PROVIDES:
<div class=""two-columns"">

L-Theanine extracted from Green Tea Leaf (Camellia sinensis) -TheaGreen&#x2122;* 100mg
Magnesium (as bisglycinate chelate (TRAACS&#x2122;) oxide)** 25mg
Pyridoxal 5-Phosphate (P5-P) 1mg

<strong>MAGNIFOOD COMPLEX 225mg</strong>
<div>PROVIDING:
Fermented Ashwagandha Root [Fermanolide&#x2122;]*** - (Withania somnifera) 100mg
Rhodiola Root (Rhodiola Rosea) - freeze dried aqueous extract 50mg
Holy Basil (Ocimum tenuiflorum) - fresh freeze dried - [Tulsi] 50mg
Green <strong>Oat</strong> Seed (Avena sativa) - fresh freeze dried 25mg
Vegetarian Capsule Shell (hydroxypropyl methylcellulose)

<strong>*TheaGreen&#x2122; is a registered trademark of Cambridge Commodities Ltd
**TRAACS&#x2122; is a trademark of Albion Labs
***Fermanolide&#x2122; is a registered trademark of Fermedics BV</strong>
<div><strong>NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
<strong>SUITABLE FOR VEGETARIANS &amp; VEGANS</strong>
<div>

NO WHEAT – NO SOY – NO YEAST – NO CORN – NO DAIRY – NO GELATINE – NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS – NO PRESERVATIVES
<strong>Contains Oat seed – consult physician if coeliac.</strong>

</div>
</div>
</div>
</div>"
4727,"Terranova <br/> Digest Challenge","TWO VEGETARIAN CAPSULES TYPICALLY PROVIDE:
<div class=""two-columns"">

<strong>Gluten/Dairy Enzyme Blend 500mg</strong>
Protease (A. oryzae) 75,000 HUT
Protease (A. niger) 150 SAPU
Protease (A. niger) 250 DPPIV
Lactase (A. oryzae) 2,500 ALU

<strong>BioCore® Optimum Complete 80mg</strong>
Protease (A. oryzae) 14,690 HUT
Amylase (A. oryzae) 2,545 DU
Lactase (A. oryzae) 727 ALU
Glucoamylase (A. niger) 6.5 AGU
Alpha Galactosidase (A. niger) 109 GalU
Protease (A. niger) 7.3 SAPU
Invertase (S. cerevisiae) 291 SU
Lipase (C. rugosa) 349 FIP
Glucoamylase (R. oryzae) 0.72 AGU
Lipase (A. niger) 7.27 FIP
Lipase (R. oryzae) 7.27 FIP

<strong>MAGNIFOOD COMPLEX 203mg</strong>
<div>PROVIDING:
Ginger Rhizome/Root (Zingiber officinale) - fresh freeze dried - organic 50mg
Cardamom Pod (Elettaria cardamomum) - organic 50mg
Lemon Balm (Melissa officinalis L.) 50mg
Gentian Root (Gentiana lutea) 50mg
Black Pepper Fruit Extract (as BioPerine® - Piper nigrum)* 3mg
Vegetarian Capsule Shell (hydroxypropyl methylcellulose)</div>
<div>

&nbsp;

<strong>*BioPerine® is a trademark of Sabinsa Corporation
</strong>
<div><strong>NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
<strong>SUITABLE FOR VEGETARIANS &amp; VEGANS</strong>
<div>

NO WHEAT – NO SOY – NO YEAST – NO DAIRY – NO GELATINE – NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS – NO PRESERVATIVES

</div>
</div>
</div>
</div>"
4728,"Terranova <br/> Digest PBD (For Plant Based Meals)","TWO VEGETARIAN CAPSULES TYPICALLY PROVIDE:
<div class=""two-columns"">

<strong>PBD ENZYME BLEND* 500mg</strong>
Pectinase (A. niger) 40 Endo-PGU
Alpha Galactosidase (A. niger) 1,000 GaIU
Maltase (A. oryzae) 200 DP
Amylase (A. oryzae) 2,400 DU
Protease (Bacillus sp) 14,500 HUT
Cellulase (T. longibrachiatum) 1,000 CU
Lipase (A. oryzae) 3000 FIP
Glucoamylase (A. niger / R. oryzae) 30 AGU
Invertase (S. cerevisiae) 800 SU
Hemicellulase (T. longibrachiatum) 200 HCU
Beta Glucanase (A. niger) 20 BGU
Xylanase (T. longibrachiatum) 50 XU

<strong>MAGNIFOOD COMPLEX 353mg</strong>
PROVIDING:
Ginger Rhizome/Root (Zingiber officinale) - fresh freeze dried - organic 100mg
Cardamom Pod (Elettaria cardamomum) – organic 100mg
Lemon Balm (Melissa officinalis L.) 100mg
Gentian Root (Gentiana lutea) 50mg
Black Pepper Fruit Extract (as **BioPerine® - Piper nigrum) 3mg
<div>

Vegetarian Capsule Shell (hydroxypropyl methylcellulose)

<strong>*May contain traces of gluten </strong>

<strong>**BioPerine® is a trademark of Sabinsa Corporation
</strong>
<div><strong>NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
<strong>SUITABLE FOR VEGETARIANS &amp; VEGANS</strong>
<div>

NO SOY – NO YEAST – NO DAIRY – NO GELATINE – NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS – NO PRESERVATIVES

</div>
</div>
</div>
</div>"
4729,"Terranova <br/> Fermented Lion’s Mane","ONE VEGETARIAN CAPSULE TYPICALLY PROVIDES:
<div class=""two-columns"">

Fermented Lion’s Mane (<em>Hericium erinaceus</em>) – freeze dried mushroom culture HE12 250mg
Typical Assay:
&gt;12% Polysaccharides
&gt;7% Beta Glucans
Lion’s Mane (<em>Hericium erinaceus</em>) – fresh freeze dried - full-spectrum - organic 100mg

Vegetarian Capsule Shell (Hydroxypropyl methylcellulose)

<strong> NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
NO WHEAT – NO CORN – NO SOY – NO DAIRY – NO GELATINE – NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS – NO PRESERVATIVES

</div>"
4730,"Terranova <br/> Microbiome Challenge","ONE VEGETARIAN CAPSULE TYPICALLY PROVIDES:
<div class=""two-columns"">

<strong>MAGNIFOOD COMPLEX 250mg</strong>
<div>PROVIDING:
Artichoke Leaf (Cynara scolymus) - fresh freeze dried 50mg
Ginger Rhizome/Root (Zingiber officinale) - fresh freeze dried - organic 50mg
Blueberry (Vaccinium myrtillus) - fresh freeze-dried - organic 50mg
German Chamomile Flower (Matricaria recutita/chamomilla) 50mg
Lemon Balm Leaf (Melissa officinalis L.) 50mg</div>
<strong>MICROFLORA BLEND 92mg</strong>

Bacillus coagulans (BC10) 2 billion CFU*
Bifidobacterium bifidum (novaBBF7) 1 billion CFU*
Lactocaseibacillus rhamnosus (G1) 1 billion CFU*
Lactiplantibacillus plantarum (T7) 1 billion CFU*

Magnesium (as bisglycinate chelate (TRAACS&#x2122;) oxide)** 50mg
Vitamin B1 (as thiamin mononitrate) 50mg
L-Theanine extracted from Green Tea Leaf (Camellia sinensis) 25mg

Vegetarian Capsule Shell (hydroxypropyl methylcellulose)
<div>

<strong>*Colony Forming Units - potency at time of manufacture
**TRAACS&#x2122; is a trademark of Albion Labs
</strong>
<div><strong>NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
<strong>SUITABLE FOR VEGETARIANS &amp; VEGANS</strong>
<div>

NO WHEAT –  NO YEAST – NO DAIRY – NO GELATINE – NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS – NO PRESERVATIVES

</div>
</div>
</div>
</div>"
